segment_id,speaker,start_time,end_time,content,length,original_file_name,original_file_path,speaker_gender,interviewer_gender,file_name,sample_length,speaker_age,speaker_race,match_file_name
0_160,ATL_se0_ag1_m_01,835.5984,851.2678,"<laugh> (pause 0.28) But other than that bruh, like I was passing all my tests and shit, bruh. So it was like, (pause 0.55) they couldn't really say s- too much, you know what I'm saying. Like (pause 0.73) I knew the shit, (pause 0.25) you know what I'm saying, like if I did- if I was in there, I do some work. (pause 0.21) But just a little bit, (pause 0.14) /just enough./ (pause 0.30) I ain't taking no notes.",15.669399999999996,ATL_se0_ag1_m_01_1.wav,data/CORAAL/ATL/ATL_audio_part01_2020.05/ATL_se0_ag1_m_01_1.wav,male,male,36.wav,250704,young,african_american,105.wav
1_1909,S22,505.773,540.778,now i think that those four kids at least among my grandchildren are getting pretty much at the same training that i did or maybe better than i got uh my oldest son's two daughters <EXT-are> well they're good kids and they're smart kids but i don't think that they have the moral grounding that uh greg and beth's kids do you said this is all confidential <LAUGH>,35.004999999999995,s2202a.wav,data/buckeye/s2202a.wav,male,female,37.wav,560080,old,caucasian,6.wav
0_4225,LES_se0_ag4_m_02,1125.2442,1144.2255,"No. (pause 0.86) Um. (pause 0.84) One son, my oldest son, he just moved to Oklahoma, (pause 0.38) a few months ago. (pause 0.94) <ts> (pause 0.31) Met some girl on the internet. (pause 0.88) She came here, (pause 0.58) and said, no, I don't wanna stay in New York. (pause 0.99) So, uh, they got married, she- they went back to Oklahoma.",18.98129999999992,LES_se0_ag4_m_02_1.wav,data/CORAAL/LES/LES_audio_part03_2021.07/LES_se0_ag4_m_02_1.wav,male,female,38.wav,303696,old,african_american,35.wav
1_7,S01,124.803724,167.414207,wow um i don't know if there could be there are certain programs different community based programs getting but again those are my values as i say steering the kids into a church based program if they <VOCNOISE-can't> be there putting them with um families and friends that you know and trust to <CUTOFF-l=look> to look after them giving them the guidance <VOCNOISE-they> need the ymca programs are wonderful they give them a structured activity to do where they're supervised but again those programs a lot of times cost money that the families don't have and it may not be their values to put them in those type of programs,42.610483,s0102b.wav,data/buckeye/s0102b.wav,female,female,39.wav,681776,young,caucasian,94.wav
0_2763,DCB_se2_ag4_m_01,1715.7635,1731.8693,"Or stop hurting yourself because (pause 1.02) all you did was bring us in the world. (pause 3.13) And you told us, and you showed us. (pause 1.66) You beat our butt. You- you whipped our butt. You set up there, this that and the other. No you ain't going. You discipline us.",16.105800000000045,DCB_se2_ag4_m_01_1.wav,data/CORAAL/DCB/DCB_audio_part08_2018.10.06/DCB_se2_ag4_m_01_1.wav,male,female,40.wav,257696,old,african_american,66.wav
1_813,S11,465.319,522.304,no not as we was driving it was uh i told him i need this money for this thing and yknow yknow it was pretty much pay day i want to go out get some food go out and have a drink and yknow just save up some my money so i can get a car didn't seem that way to him he yknow f you and all this stuff he flapped off at the gums a lot and i didn't like that so i <UNKNOWN> went up there to the pay phone and i called two places called my mom first yknow tell her i'm on my way up and then called the i r s in cincinnati and told them that he owns a business he's got this and this and this and he paid me and this other guy under the table this much and you're technically only allowed to have so many hours a day to be doing free jobs or tax free jobs and uh i was agreeing with it until he got on my bad side,56.98499999999996,s1103b.wav,data/buckeye/s1103b.wav,male,male,41.wav,911760,young,caucasian,48.wav
0_1077,DCB_se1_ag2_m_03,263.7498,286.4385,"Right. (pause 0.27) You know, like I said, I, you know, just gotta pace myself and, you know, slowly but surely. (pause 0.72) You know, I'm'a get the job done. (pause 0.30) It's like, (pause 0.67) you know, I try to do work twenty-four, you know, (pause 0.33) three sixty-five, all year round. So I do landscaping in the summer, (pause 1.09) snow (pause 0.41) in the winter, (pause 0.71) you know. (pause 0.73) Try to get you, you know, gutters and everything. You know, I do it all. I guess you could call it a enterprise, you know what I mean.",22.688699999999983,DCB_se1_ag2_m_03_1.wav,data/CORAAL/DCB/DCB_audio_part11_2018.10.06/DCB_se1_ag2_m_03_1.wav,male,male,42.wav,363024,young,african_american,50.wav
0_4569,PRV_se0_ag1_m_01,1930.1563,1952.4969,"But (pause 0.75) um, (pause 0.27) I left for (pause 1.17) work that morning. My grandmother and I left for work, (pause 1.92) and she just told me to pack an outfit or two because (pause 0.49) they're thinking about (pause 1.07) that the dam might break and that it might flood a little. And from what she told me of the flood in fifty nine it was only about two feet of water, so that's all",22.340599999999995,PRV_se0_ag1_m_01_1.wav,data/CORAAL/PRV/PRV_audio_part01_2018.10.06/PRV_se0_ag1_m_01_1.wav,male,male,43.wav,357440,young,african_american,58.wav
0_1073,DCB_se1_ag2_m_03,316.4552,340.8356,"I mean, it's the best relationship, I mean that's the /unintelligible/ like that's a good relationship. And it's like, m- only me and him cause like it- we- just it's- it's that one (pause 0.53) relationship that a lot of people can't relate to. (pause 0.17) It's like- (pause 1.67) It's like I can't even put it in words but it's just like something rare. And I feel like it's a /blessing-/ strong bond, you know what I mean. Only, you know, (pause 0.45) us can see really eye to eye, understand what's going on and, you know- (pause 0.90) you know, (pause 0.95) brotherly love I guess.",24.38040000000001,DCB_se1_ag2_m_03_1.wav,data/CORAAL/DCB/DCB_audio_part11_2018.10.06/DCB_se1_ag2_m_03_1.wav,male,male,44.wav,390080,young,african_american,22.wav
1_2584,S28,378.47216,399.983312,um but yeah i don't know yeah i think it's like there's like a real like either it's it's old people who are there retiring or whatever or it's more of like a younger people there i don't know you don't see a lot i don't know there is middle aged people there but it's not so apparent like as here i guess,21.51115200000004,s2801b.wav,data/buckeye/s2801b.wav,male,male,45.wav,344176,young,caucasian,65.wav
1_1019,S12,281.026944,298.754128,yeah i've <CUTOFF-got=gotten> i've <ERROR-gottenen=gotten> plenty of <LAUGH-peopuh=people> <LAUGH> it's funny jason's mom asks me so is your mom gonna come and stay with <LAUGH-you_for_a_week> i said no <LAUGH> i told my mom she started laughing because <HES-I> i mean <HES-of> of course <HES-uh> for her to come over and help out is terrific but if she actually stayed at my house for a week i think we'd just kill <LAUGH-each_other>,17.727183999999966,s1201a.wav,data/buckeye/s1201a.wav,female,male,46.wav,283648,young,caucasian,54.wav
1_2635,S29,265.062542,286.9955,but i i had a note in before i had the heart attack i'd already had two heart attacks i had a note in that i needed to be on first shift or i'd probably have another heart attack and they would not put me on first shift then i had another heart attack put me in the hospital and then i had a <CUTOFF-h=heart another heart attack when i was in the hospital and when i came out that's when i gave them another note stating i needed to really be on first shift,21.932957999999985,s2903a.wav,data/buckeye/s2903a.wav,male,female,47.wav,350928,old,caucasian,13.wav
